Title,Description,Quantity Required,Unit,Quotes Left,Location,Buyer Name,Experienced Buyer,Complete Order via RFQ,Typical Replies,Interactive User,Email Status,Buyer Profile,Posted Time,Inquiry Url
High Performance Ddr 4 RGB Gaming Desktop Laptop PC 2400 mhz 3600mhz 3200mhz 8gb 16gb 32gb Memoria ...,"Hello can i buy 2 of 16gb of speed 3600mhz Memory Speed:2666MHz,3000MHz,3200MHz,3600MHz,4200MHz No.of Memory IC:4/8/16 Power Consumption:3W ...GrossWeight(g):80G Feature:HeatSink/Heat Spreader/RGB ...",2,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
6HP19 6HP21 6HP26 Automatic Gearbox Transmission Valve Body With 026055008 0260550010 0260550016 TCU...,"My car VIN number:WBAGN21044DR1175.,bmw 730li 2004,this will work Type:TCU Car Fitment:bmw,Audi Size:Standard Size Model:A4,Q7,A6,3 Series,1 Series,5 Series,6 Series,X3,Z4 OE NO:0260550008,0260550010,...",1,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
quatation,"Hello boss How are you boss,I want to open import company so I need catalogue for your product can you send me please?Thank you",200,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Baofeng UV-82 8W haute puissance Ran talkie-walkie 10KM double PTT UHF & VHF Radios jambon anglais numérique Radio Mobile portab,Besoin du talkie walkie sur plus de 10 kmWeight ( with antenna & + battery): about 250gOperated Voltage: 7.4VBattery: 2800MAh Li-ionBattery Li...,2,piece/pieces,Quotes Left2,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
sea freight forwarder agent shipping,"We are looking for a Shipping Agent who can deliver the below 2 boxes from China to Abu Dhabi,UAE. Our budget is less than$70 1: 62*42*52cm,about 21kgs, 2: 67*47*12cm,about 6kgs,",2,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
sea freight forwarder agent shipping,"We are looking for a Shipping Agent who can deliver the below 2 boxes from China to Abu Dhabi,UAE. Our budget is less than$70 1: 62*42*52cm,about 21kgs, 2: 67*47*12cm,about 6kgs,",2,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
"MAJOHN P136 Fountain Pen,Made of Titanium Alloy Lightweight Metal Material,Brass Piston,Optional ...","Style:Business Usage Scenario:Gifts,Notes,School,Office,Calligraphy,Art Type:Fountain Pen Nib Type:Standard Type Special Application:Student Special Application:Finance Special Application:Writing ...",1,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Customized Size Led Display Screens Outdoor Advertising Wall Advertisement Led Display,"Hi,I'm interested in this product. product:Led Display Screens Outdoor Advertising Installation:Floor Standing Kiosk Size:Customized Touch screen:Support Optional Function:3G Camera Printer Human ...",10,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
18mm Poplar Core PP Polypropylene Plastic Film Faced Plywood for Concrete Form,"I am looking for 18mm Poplar Core PP Polypropylene Plastic Film Faced Plywood for Concrete Form. Product specifications: â¢ Size:1220x2440mm,1250x2500mm or custom â¢ Thickness:9-25mm ...",500,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
"New Arrived Sport Tape Eco-Friendly Biodegradable Bamboo Fiber Pro Finger Tape for BJJ,Jiu Jitsu,...",Hi I would like samples of this for my business Color:Colors Material:100%Cotton or Bamboo fabric Size:0.75/1.25/2.5/3.8/5/7.5/10cm*10m or customized size Usage:Sports Safty Function:Personal Safety ...,1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
AIR COMPRESSOR,38300-83212 AIR COMPRESSOR FOR hyundai BUS 20PCS,20,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Synthetic Stone Material,I'm looking for Synthetic Stone Material. Product specifications: Project Solution Capability:graphic design Material:Natural Stone Application:Kitchen Design Style:Modern Stone Form:Block,700,square meter/square meters,Quotes Left1,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
APP Control Matter Wifi Zigbee CCT Adjustable 2700K-6000K Smart Downlight Mijia Recessed LED ...,"Zigbee Smart Spotlight white mate dimer and change color 3000k-6000k.60-80 angle light.What the price for 10 pcs with delivery in Dubai,UAE?Item Type:Spotlights Installation Style:Embedded ...",10,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Hot Selling Newly Released Wedding Stage Backdrop Arch Backdrop Combination for Elegant Wedding ...,"Hi,I'm interested in this product. product:Wedding stage backdrop Material:32mm 1.2mm thick Aluminum tube Graphic Material:230g warp knitted fabric Printing Method:Digital printing dye sublimation ...",5,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
ruijie products,"I am looking for 200 pcs of each Ruijie model RGES205GC-P and RGES209GC-P,please advise any manufacturer of these products.",400,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
custom mini pc gaming,"hi please send price nuc11tnhi3.2 pieces.new Processor System:Intel Adler Lake-P Core Processors CPU,Max TDP 28W Multi displays:Support 4 4K display Memory Type:2 x SO-DIMM DDR4 3200 MHz ...",5,pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Customised Love Locket Bag Charm,We are looking to create a customised bag charm in the shape of a love locket.Quality is very important to us.We are looking for a specialised and experienced manufacturer in bag charms. ...,1000,piece/pieces,Quotes Left1,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Perfume Oil SHADHA by AL REHAB 6ML Original Dubai Arabic Essential Oil Alcohol-free for Women's,I need to oder 60 of them.in dubai.when can you deliver. Function:Body perfume Color:Pink Combo Set Offered:â¥6 Gender:Female Keywords:perfumes oil volume(ml):6ml Fragrance Family:Fresh ...,60,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Baby Stroller,"We are looking to partner with a skilled manufacturer to create an amazing new line of strollers.We want strollers that are super easy to open and fold â ideally one-handed,no-fuss.Plus,they need...",1000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
New Upgrade Turbo Turbocharger G30-770 N55 Stage 2 PWG for BMW X5 X6 3.0L 4575478 7583904 7636423 ...,I need once peice confirm order Packaging Details:Neutral Packing Purpose:for replace/repair Engine:3.0L 2979cc GAS Model:X5 Car Fitment:bmw OE NO.:11654575478 Engine Code:4575478,1,piece/pieces,Quotes Left1,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Custom Logo Pickleballs,We are seeking to purchase pickleballs with custom logos for sports use. Product specifications: â¢ Material:Plastic â¢ Usage:Sports â¢ Custom logo placement on pickleballs ...,1,piece/pieces,Quotes Left1,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
MR16 GU10 Housing Adjustable Trimless Project Downlight LED Down Light MR16 Fixture,"Hello.may I ask about this product do you have""power 7.2W,Lamp type LED,IP rating IP55,Beam Angle 25Â°,CCT 4000K,CRI Ra>90,Lumen 725,Dimension 62mmx92mm,Driver:Remote Switch Driver,lifespan 50000h""....",1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Engine Under Bumper Cover for Mercedes-Benz A-Klasse W176 2013-2018 OE 1768850036,"Hello.How can I place order for this?I have the AMG Mercedes a45 2018 bumper.Is it the correct one?Also,will this work for a250 also?2013-2018?thank you Material:Plastic Placement on Vehicle:Lower ...",2,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Versatile Vehicle Chassis with Suspension and Steering Mechanisms,We are looking to procure a vehicle chassis that is suitable for various engine types.The design shows a strong and versatile framework ideal for use in different vehicle builds.The chassis is ...,1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
lunch box kids,"Greetings from Jadyar General Trading. Reference to the RFQ,kindly send your best price for the below inquiry. Please include in your quotation: 1.	Price/unit without shipping 2.	Price/unit including ...",1000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
1p4s 177ah 14.64v 150ah 16.8v 12v Ncm Ev Energy Storage Battery Module Lithium Ion Battery Packs,VDD0089603 150Ah/14.64 Voltage:14.64v Capacity:150ah Battery cell:3.7v 150ah Weight:11.5kg Size:355*150*108mm internal resistance:0.3mÎ© Configuration:1p4s Application:Golf Carts ...,2,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Halogen light bulb,I'm looking for Halogen light bulb: Welch Allyn bulb 03100-20 Pieces Welch Allyn bulb 04900-20 Pieces Halogen lamp 64265 HLX-10 Pieces,50,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Guangzhou Tengfa Auto Glass,I am looking for a Guangzhou Tengfa Auto Glass. BYD Leopard 8 front windshield,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Ford Ranger T9 T8 T7 T6 Canopy Hardtop Topper Waterproof Truck Canopy Next Gen Accessories,Hi we have Ford Ranger 2016 pickup trucks.we would like to inquire 4noc of Canopies.also we like know what is the procedure buying the Canopies.and how long take to deliver.door to door delivery ...,4,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Miroir compact à cadre en métal fini argent fait à la main Design indien fabuleux pour un maquillage personnalisé avec vanité,"Hi ,Do you have this itemUse: DecorativeColor: Customized ColorSize: Customized AcceptedStyle: Luxury Wall MirrorMirror type: Metal Framed ...",10,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
lifting chain 22mm g80 2 leg 22mm,"22 mm Dia.X 8 Meter Long,Grade 80 Two leg,chain sling with ATTA Masterlink(51X 175 X 350MM,SWL:35 T)on top and Legs endingWith ATTA CLEVIS SELF LOCKING HOOK,SWL:21.2 Tone@0-45 deg ...",6,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Die Cut Insert Foam Package,I'm looking for Die Cut Insert Foam Package.,20,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Cayenne Turbo headlights,"I am looking to source Cayenne Turbo headlights. Product specifications: â¢ Compatibility:Must fit Porsche Cayenne Turbo models â¢ Lighting technology:LED â¢ Material:High-quality,durable ...",2,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
High Performance Onion Peeling Machine Skin Peeler/Onion Peeling Machine/Onion Peeler Machine,High Performance Onion Peeling Machine Skin Peeler/Onion Peeling Machine/Onion Peeler Machine Name:Onion Peeler Machine Material:Stainless Steel 304 Capacity:100-150kg/h Model:HT-YT150 ...,1,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Commercial Big bar Banzai Inflatable Water Slide for Adults,"Hi there!I'm considering purchasing some amusement park facilities from your company,and I was wondering if you could provide me with an estimate of the delivery time.I appreciate your help!...",3,piece/pieces,Quotes Left2,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Photo Accessories,"Hi,I'm Rena from Fujifilm Middle East and we need supplier for photo accessories like photobook/album,photo frame,photo holder.etc.Do you have catalog for your product line?Can you make customize ...",10,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Wholesale Pure White Organic Beeswax,"We need 25kg of white pure organic beeswax,for our candle making business.Delivered to UAE/Dubai.Please send me a quotation on this and let me know how quickly you will be able to ship if we agree. ...",25,kilogram/kilograms,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
"Jinko Bifacial Solar Panels(550W,580W,590W)","We are interested in sourcing Jinko brand Bifacial Solar Panels with varying wattages(550W,580W,590W)for delivery to Jebel Ali Port,UAE. Address:Jebel Ali Port,UAE Product specifications: ...",7200,pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
cookware sets,TENDER FOR purchase Amaria business group need 13 pcs cookware set Quantity 1500 sets Exactly same as photo The cheapest PRICE OFFER WIN THE DEAL,1300,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
modern chandelier for living room,I'm looking for Modern living room designer chandelier. Product specifications: Â·Light Source:LED Â·Body Material:Crystal+Stainless steel Â·Warranty(Year):2-Year Â·Lighting solutions service:...,1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
"10mm Crystal Cascade XL Textured Glass applied to the front surface,Crystal beads fused onto the ...",Type:Crystal Cascade XL Textured Glass Material:Low Iron Composition:Single layer of 10mm fully tempered safety glass Treatment:Fully Tempered Texture:Cascade XL texture applied to the front surface ...,60,square meter/square meters,Quotes Left3,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
pot tray,Required Pot tray and pots with privacy screen.sedn catalogue details,5,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Movable Privacy Hotel Work Garden Indoor Prefab Soundproof Single Meeting Office Pods,"give me price with delivery+vat+tax and custom and all-for 4 qty for single pod only Description:Soundproof Office Phone Booth Privacy Booth Pods Our Advantage:Easy to assemble,High quality ...",4,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
VRF Central Air Conditioning 300000 Btu,We are interested in sourcing VRF Central Air Conditioning systems for our facilities. Product specifications: â¢ Energy Efficiency:High energy efficiency with variable refrigerant flow. ...,12,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Quartz Watches,"General overview We are looking to source high-quality fashion quartz watches.The watches should be stylish yet durable,suitable for everyday wear and capable of handling various conditions. ...",50,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Natural Marble Stone Statue Pedestals for Living Room Sculptures,"Hello,Could you please provide a quotation for the attached list of stands?I would also appreciate it if you could indicate the shipping cost to Dubai,United Arab Emirates.Best regards,Mauricio Rendon...",15,piece/pieces,Quotes Left1,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
Custom Design One Window 6 Rotating Message Pen-plastic Message Ball Pen with 6 Rotating Message,5000/10000 Qtywith message Keyword:rotating message pen Usage:Promotion\Business\School\Office Stationery Weight:15g Ink:1.0mm Black/Blue Ink Color Logo:Customer's Logo Imprint Package:1pc*opp Bag ...,5000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
60ml 125ml 250ml 500ml Narrow Wide Mouth Reagent Bottle Brown Glass Apothecary Jar With Glass ...,"Hi,I'm interested in this product. product:Amber apothecary jars Samples:Free Logo:Acceptable customer's logo Shape:Round Color:Amber Cap material:Glass Corks Usage:apothecary jars glass with lid ...",100,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
"White Sugar,White Sugar Icumsa 45 Refined White Cane Icumsa45 Sugar!","Hello,I hope this message finds you well.I am interested in purchasing seasonings and condiments from your company.Could you please provide me with information on the shipping options and costs for ...",50,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:4 days ago,
